Date,High,Low,Open,Close,Volume,Adj Close
2021-01-04,29.709999084472656,28.459999084472656,29.239999771118164,28.809999465942383,4234200.0,28.46795082092285
2021-01-05,29.604999542236328,28.760000228881836,28.829999923706055,29.44499969482422,3063100.0,29.095413208007812
2021-01-06,32.18000030517578,29.860000610351562,30.100000381469727,32.0099983215332,7887600.0,31.62995719909668
2021-01-07,31.989999771118164,30.920000076293945,31.989999771118164,30.940000534057617,5905200.0,30.572662353515625
2021-01-08,31.040000915527344,29.729999542236328,30.829999923706055,30.09000015258789,5907900.0,29.73275375366211
2021-01-11,30.59000015258789,29.790000915527344,29.969999313354492,30.329999923706055,5215900.0,29.969905853271484
2021-01-12,30.56999969482422,29.700000762939453,30.420000076293945,29.770000457763672,4787200.0,29.416553497314453
2021-01-13,30.030000686645508,29.329999923706055,29.59000015258789,29.959999084472656,6524000.0,29.604297637939453
2021-01-14,31.459999084472656,29.665000915527344,30.18000030517578,31.270000457763672,10724900.0,30.898744583129883
2021-01-15,31.739999771118164,30.729999542236328,31.1299991607666,31.489999771118164,9718500.0,31.116132736206055
2021-01-19,31.65999984741211,29.850000381469727,31.65999984741211,30.010000228881836,5599900.0,29.653703689575195
2021-01-20,31.270000457763672,30.030000686645508,30.030000686645508,31.020000457763672,8677200.0,30.65171241760254
2021-01-21,31.31999969482422,30.6299991607666,30.729999542236328,31.040000915527344,4676500.0,30.671476364135742
2021-01-22,30.860000610351562,29.84000015258789,30.850000381469727,30.15999984741211,6472900.0,29.801923751831055
2021-01-25,32.220001220703125,30.094999313354492,30.200000762939453,32.09000015258789,9136900.0,31.709009170532227
2021-01-26,35.18000030517578,32.189998626708984,32.189998626708984,34.93000030517578,15512300.0,34.515289306640625
2021-01-27,40.72999954223633,34.130001068115234,35.34000015258789,34.380001068115234,23919900.0,33.971824645996094
2021-01-28,35.13999938964844,31.81999969482422,34.380001068115234,31.899999618530273,8424100.0,31.521263122558594
2021-01-29,32.689998626708984,30.959999084472656,31.790000915527344,31.18000030517578,5336800.0,30.809812545776367
2021-02-01,32.060001373291016,30.93000030517578,31.25,31.8799991607666,3775700.0,31.501501083374023
2021-02-02,32.060001373291016,30.295000076293945,31.950000762939453,30.510000228881836,4280100.0,30.147768020629883
2021-02-03,30.7450008392334,30.21500015258789,30.59000015258789,30.280000686645508,3568200.0,29.92049789428711
2021-02-04,30.920000076293945,30.030000686645508,30.31999969482422,30.420000076293945,4102400.0,30.058835983276367
2021-02-05,31.719999313354492,30.09000015258789,30.389999389648438,31.420000076293945,4650800.0,31.046964645385742
2021-02-08,32.77000045776367,31.43000030517578,31.65999984741211,32.689998626708984,7330600.0,32.301883697509766
2021-02-09,32.900001525878906,30.530000686645508,32.749000549316406,30.729999542236328,6589200.0,30.365156173706055
2021-02-10,31.989999771118164,30.479999542236328,30.90999984741211,31.780000686645508,7360200.0,31.402690887451172
2021-02-11,32.220001220703125,31.360000610351562,31.579999923706055,32.0,4041000.0,31.62007713317871
2021-02-12,32.82500076293945,31.899999618530273,31.940000534057617,32.59000015258789,3323400.0,32.20307540893555
2021-02-16,32.72999954223633,31.56999969482422,32.540000915527344,31.729999542236328,5015100.0,31.353281021118164
2021-02-17,32.11000061035156,31.500999450683594,31.850000381469727,31.75,2763900.0,31.373046875
2021-02-18,32.40999984741211,31.670000076293945,31.799999237060547,32.17499923706055,4618300.0,31.792999267578125
2021-02-19,33.9900016784668,32.18000030517578,32.34000015258789,33.779998779296875,4866200.0,33.378944396972656
2021-02-22,35.33000183105469,33.70000076293945,33.7599983215332,34.689998626708984,6842500.0,34.278141021728516
2021-02-23,35.380001068115234,33.650001525878906,34.790000915527344,34.119998931884766,4107100.0,33.714908599853516
2021-02-24,34.22999954223633,33.4109992980957,33.84000015258789,34.040000915527344,3447200.0,33.635860443115234
2021-02-25,34.66999816894531,32.86000061035156,34.29999923706055,33.040000915527344,3654900.0,32.64773178100586
2021-02-26,33.849998474121094,32.79999923706055,33.150001525878906,33.310001373291016,5149000.0,32.914527893066406
2021-03-01,35.0,33.53499984741211,34.060001373291016,34.790000915527344,5913900.0,34.376953125
2021-03-02,38.810001373291016,34.52000045776367,34.650001525878906,37.95000076293945,12604000.0,37.49943923950195
2021-03-03,40.54999923706055,37.5099983215332,38.15999984741211,39.33000183105469,13437000.0,38.86305618286133
2021-03-04,40.33000183105469,37.959999084472656,39.65999984741211,39.09000015258789,6178600.0,38.62590026855469
2021-03-05,41.439998626708984,39.11000061035156,39.619998931884766,41.290000915527344,6794700.0,40.799781799316406
2021-03-08,42.625,40.13999938964844,40.880001068115234,42.33000183105469,5776600.0,41.82743453979492
2021-03-09,42.275001525878906,40.040000915527344,42.150001525878906,40.31999969482422,5377700.0,40.058956146240234
2021-03-10,41.599998474121094,39.939998626708984,40.599998474121094,41.459999084472656,2707800.0,41.19157791137695
2021-03-11,42.38999938964844,40.86000061035156,41.20000076293945,41.845001220703125,2913500.0,41.5740852355957
2021-03-12,43.0099983215332,41.72999954223633,41.7400016784668,42.779998779296875,3818800.0,42.503028869628906
2021-03-15,43.720001220703125,42.290000915527344,43.0,42.70000076293945,3770900.0,42.42354965209961
2021-03-16,44.79999923706055,43.029998779296875,43.11000061035156,44.18000030517578,5094500.0,43.89396667480469
2021-03-17,44.099998474121094,41.47999954223633,43.560001373291016,42.91999816894531,4359000.0,42.64212417602539
2021-03-18,43.65999984741211,42.470001220703125,42.4900016784668,42.880001068115234,3689600.0,42.602386474609375
2021-03-19,43.310001373291016,42.56999969482422,43.0,42.92499923706055,6423400.0,42.647090911865234
2021-03-22,43.709999084472656,42.439998626708984,42.869998931884766,43.650001525878906,3800900.0,43.367401123046875
2021-03-23,43.439998626708984,41.63999938964844,43.34000015258789,41.810001373291016,3568400.0,41.53931427001953
2021-03-24,42.099998474121094,40.08000183105469,41.79999923706055,40.119998931884766,4052000.0,39.860252380371094
2021-03-25,40.970001220703125,39.584999084472656,40.189998626708984,40.29999923706055,4816800.0,40.039085388183594
2021-03-26,40.439998626708984,35.33000183105469,39.9900016784668,37.79999923706055,12757700.0,37.55527114868164
2021-03-29,38.20000076293945,36.77000045776367,37.75,37.22999954223633,4725800.0,36.98896408081055
2021-03-30,37.91999816894531,36.5,37.40999984741211,37.11000061035156,3789300.0,36.8697395324707
2021-03-31,37.40999984741211,36.0099983215332,37.16999816894531,36.11000061035156,6338300.0,35.876216888427734
2021-04-01,36.72999954223633,35.7599983215332,36.45000076293945,36.310001373291016,3410600.0,36.074920654296875
2021-04-05,36.70000076293945,35.40999984741211,36.625,36.400001525878906,4097400.0,36.164337158203125
2021-04-06,37.52000045776367,36.11000061035156,36.20000076293945,37.04999923706055,3798900.0,36.81012725830078
2021-04-07,38.0,36.81999969482422,37.369998931884766,37.310001373291016,3164900.0,37.06844711303711
2021-04-08,37.33000183105469,36.400001525878906,37.209999084472656,37.0,3289900.0,36.76045227050781
2021-04-09,37.59000015258789,36.630001068115234,37.0099983215332,37.459999084472656,2357200.0,37.217472076416016
2021-04-12,38.33000183105469,37.2599983215332,37.7599983215332,37.41999816894531,2782400.0,37.177730560302734
2021-04-13,38.09000015258789,37.34700012207031,37.540000915527344,37.470001220703125,2546100.0,37.22740936279297
2021-04-14,37.95500183105469,37.06999969482422,37.18000030517578,37.22999954223633,3000000.0,36.98896408081055
2021-04-15,38.5099983215332,37.6150016784668,37.810001373291016,37.8849983215332,3808400.0,37.63972091674805
2021-04-16,38.560001373291016,37.77000045776367,38.130001068115234,37.94499969482422,3322700.0,37.69933319091797
2021-04-19,38.31999969482422,37.52000045776367,37.790000915527344,37.68000030517578,3580200.0,37.43605041503906
2021-04-20,38.27000045776367,37.41299819946289,37.7599983215332,37.79999923706055,4073600.0,37.55527114868164
2021-04-21,38.79999923706055,37.43000030517578,37.59000015258789,38.61000061035156,4948200.0,38.36003112792969
2021-04-22,38.869998931884766,37.90999984741211,38.529998779296875,38.119998931884766,3604700.0,37.873199462890625
2021-04-23,38.70000076293945,38.13999938964844,38.459999084472656,38.40999984741211,1831200.0,38.16132354736328
2021-04-26,38.560001373291016,37.709999084472656,38.529998779296875,38.20000076293945,2495000.0,37.95268249511719
2021-04-27,38.58000183105469,37.869998931884766,38.060001373291016,38.279998779296875,4268000.0,38.03216552734375
2021-04-28,38.279998779296875,37.58000183105469,37.93000030517578,37.81999969482422,2630800.0,37.57514190673828
2021-04-29,38.2599983215332,37.505001068115234,38.029998779296875,37.77000045776367,2539000.0,37.52546691894531
2021-04-30,37.83000183105469,37.220001220703125,37.790000915527344,37.41999816894531,3920900.0,37.177730560302734
2021-05-03,37.86000061035156,36.599998474121094,37.86000061035156,36.61000061035156,4174800.0,36.37297821044922
2021-05-04,37.130001068115234,36.2400016784668,36.90999984741211,36.7400016784668,4091400.0,36.50213623046875
2021-05-05,37.0,36.224998474121094,36.959999084472656,36.34000015258789,2994400.0,36.1047248840332
2021-05-06,38.40999984741211,36.564998626708984,36.58000183105469,37.56999969482422,3942700.0,37.32676315307617
2021-05-07,38.439998626708984,37.349998474121094,37.4900016784668,38.31999969482422,2264300.0,38.07190704345703
2021-05-10,39.459999084472656,38.11000061035156,38.31999969482422,38.83000183105469,3063900.0,38.57860565185547
2021-05-11,39.040000915527344,38.01499938964844,38.59000015258789,38.505001068115234,2442400.0,38.25571060180664
2021-05-12,38.75,37.88999938964844,38.29999923706055,37.935001373291016,2517300.0,37.68939971923828
2021-05-13,39.15999984741211,37.849998474121094,37.93000030517578,38.7400016784668,2193500.0,38.48918914794922
2021-05-14,38.65999984741211,37.13999938964844,38.400001525878906,37.2599983215332,4678000.0,37.018768310546875
2021-05-17,38.220001220703125,36.720001220703125,37.75,36.77000045776367,4072300.0,36.53194046020508
2021-05-18,37.720001220703125,36.900001525878906,37.040000915527344,37.349998474121094,3562000.0,37.108184814453125
2021-05-19,37.61000061035156,36.79999923706055,36.91999816894531,37.349998474121094,3162900.0,37.108184814453125
2021-05-20,37.77000045776367,37.16999816894531,37.290000915527344,37.25,2760600.0,37.00883483886719
2021-05-21,37.85200119018555,37.15999984741211,37.279998779296875,37.58000183105469,3404800.0,37.336700439453125
2021-05-24,37.900001525878906,37.33000183105469,37.529998779296875,37.439998626708984,1937400.0,37.197601318359375
2021-05-25,37.93000030517578,36.95000076293945,37.709999084472656,37.150001525878906,2785500.0,36.909481048583984
2021-05-26,38.060001373291016,37.06999969482422,37.16999816894531,37.5099983215332,2043900.0,37.267147064208984
2021-05-27,38.380001068115234,37.65999984741211,37.720001220703125,37.95000076293945,4180400.0,37.70430374145508
2021-05-28,38.04999923706055,37.09000015258789,37.939998626708984,37.349998474121094,2292900.0,37.108184814453125
2021-06-01,37.7400016784668,37.15999984741211,37.630001068115234,37.31999969482422,2133700.0,37.0783805847168
2021-06-02,37.5,36.404998779296875,37.38999938964844,36.779998779296875,4411500.0,36.541873931884766
2021-06-03,37.119998931884766,36.040000915527344,36.869998931884766,36.619998931884766,2659700.0,36.382911682128906
2021-06-04,37.27000045776367,36.5,36.630001068115234,37.189998626708984,2259400.0,36.949222564697266
2021-06-07,37.59000015258789,36.939998626708984,37.279998779296875,37.150001525878906,1497500.0,36.909481048583984
2021-06-08,37.244998931884766,36.3650016784668,37.150001525878906,36.59000015258789,2360900.0,36.35310745239258
2021-06-09,38.06999969482422,36.86000061035156,37.310001373291016,37.63999938964844,3592100.0,37.39630889892578
2021-06-10,37.869998931884766,37.310001373291016,37.75,37.470001220703125,2338400.0,37.22740936279297
2021-06-11,37.959999084472656,37.470001220703125,37.58000183105469,37.93000030517578,2090000.0,37.68443298339844
